run_id,class_id,class_label,precision,recall,f1,support,holdout_device,task
nb_attack_lgbm_weighted__Ecobee_Thermostat,5,syn,1.0,1.0,1.0,50000,Ecobee_Thermostat,attack
nb_attack_lgbm_weighted__Ecobee_Thermostat,6,tcp,0.9999793072052311,0.9665,0.982954661025568,50000,Ecobee_Thermostat,attack
nb_attack_lgbm_weighted__Ecobee_Thermostat,7,udp,0.9835115074911898,0.99911,0.9912493923189111,100000,Ecobee_Thermostat,attack
nb_attack_lgbm_weighted__Ecobee_Thermostat,8,udpplain,1.0,1.0,1.0,50000,Ecobee_Thermostat,attack
nb_attack_lgbm_weighted__Ennio_Doorbell,0,ack,0.0,0.0,0.0,0,Ennio_Doorbell,attack
nb_attack_lgbm_weighted__Ennio_Doorbell,1,benign,1.0,1.0,1.0,39100,Ennio_Doorbell,attack
nb_attack_lgbm_weighted__Ennio_Doorbell,2,combo,1.0,0.99998,0.999989999899999,50000,Ennio_Doorbell,attack
nb_attack_lgbm_weighted__Ennio_Doorbell,3,junk,0.9999664407007182,1.0,0.9999832200687977,29797,Ennio_Doorbell,attack
nb_attack_lgbm_weighted__Ennio_Doorbell,4,scan,1.0,1.0,1.0,28120,Ennio_Doorbell,attack
nb_attack_lgbm_weighted__Ennio_Doorbell,5,syn,0.0,0.0,0.0,0,Ennio_Doorbell,attack
nb_attack_lgbm_weighted__Ennio_Doorbell,6,tcp,0.9999788131104472,0.94396,0.9711622547557074,50000,Ennio_Doorbell,attack
nb_attack_lgbm_weighted__Ennio_Doorbell,7,udp,0.946932823241984,0.99998,0.9727337282711258,50000,Ennio_Doorbell,attack
nb_attack_lgbm_weighted__Ennio_Doorbell,8,udpplain,0.0,0.0,0.0,0,Ennio_Doorbell,attack
nb_attack_lgbm_weighted__Philips_B120N10_Baby_Monitor,0,ack,0.9996601155607093,1.0,0.9998300288950879,50000,Philips_B120N10_Baby_Monitor,attack
nb_attack_lgbm_weighted__Philips_B120N10_Baby_Monitor,1,benign,1.0,0.99946,0.9997299270803117,50000,Philips_B120N10_Baby_Monitor,attack
nb_attack_lgbm_weighted__Philips_B120N10_Baby_Monitor,2,combo,1.0,0.99998,0.999989999899999,50000,Philips_B120N10_Baby_Monitor,attack
nb_attack_lgbm_weighted__Philips_B120N10_Baby_Monitor,3,junk,0.9999647266313934,1.0,0.9999823630046385,28349,Philips_B120N10_Baby_Monitor,attack
nb_attack_lgbm_weighted__Philips_B120N10_Baby_Monitor,4,scan,1.0,1.0,1.0,77859,Philips_B120N10_Baby_Monitor,attack
nb_attack_lgbm_weighted__Philips_B120N10_Baby_Monitor,5,syn,1.0,1.0,1.0,50000,Philips_B120N10_Baby_Monitor,attack
nb_attack_lgbm_weighted__Philips_B120N10_Baby_Monitor,6,tcp,0.9998294206699503,0.93782,0.967832485371366,50000,Philips_B120N10_Baby_Monitor,attack
nb_attack_lgbm_weighted__Philips_B120N10_Baby_Monitor,7,udp,0.9698189329945399,0.99999,0.984673405182388,100000,Philips_B120N10_Baby_Monitor,attack
nb_attack_lgbm_weighted__Philips_B120N10_Baby_Monitor,8,udpplain,1.0,1.0,1.0,50000,Philips_B120N10_Baby_Monitor,attack
nb_attack_lgbm_weighted__Provision_PT_737E_Security_Camera,0,ack,1.0,1.0,1.0,50000,Provision_PT_737E_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_737E_Security_Camera,1,benign,0.9997400675824286,1.0,0.9998700168978033,50000,Provision_PT_737E_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_737E_Security_Camera,2,combo,0.9996601087651952,0.99998,0.9998200287953928,50000,Provision_PT_737E_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_737E_Security_Camera,3,junk,0.9999676186775468,0.9994498025762185,0.9997086435739722,30898,Provision_PT_737E_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_737E_Security_Camera,4,scan,0.9727425508163741,1.0,0.9861829668689682,79297,Provision_PT_737E_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_737E_Security_Camera,5,syn,1.0,0.95556,0.9772750516476099,50000,Provision_PT_737E_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_737E_Security_Camera,6,tcp,0.9999772654935661,0.8797,0.935990466665248,50000,Provision_PT_737E_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_737E_Security_Camera,7,udp,0.9432622106514233,0.99999,0.9707981010999253,100000,Provision_PT_737E_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_737E_Security_Camera,8,udpplain,1.0,0.99974,0.9998699830978027,50000,Provision_PT_737E_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_838_Security_Camera,0,ack,1.0,1.0,1.0,50000,Provision_PT_838_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_838_Security_Camera,1,benign,1.0,0.99996,0.999979999599992,50000,Provision_PT_838_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_838_Security_Camera,2,combo,1.0,0.99998,0.999989999899999,50000,Provision_PT_838_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_838_Security_Camera,3,junk,0.9998968043754944,1.0,0.9999483995252756,29068,Provision_PT_838_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_838_Security_Camera,4,scan,1.0,1.0,1.0,78397,Provision_PT_838_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_838_Security_Camera,5,syn,1.0,1.0,1.0,50000,Provision_PT_838_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_838_Security_Camera,6,tcp,0.999979997199608,0.99984,0.999909993699559,50000,Provision_PT_838_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_838_Security_Camera,7,udp,0.999920005599608,0.99999,0.9999550015749449,100000,Provision_PT_838_Security_Camera,attack
nb_attack_lgbm_weighted__Provision_PT_838_Security_Camera,8,udpplain,1.0,1.0,1.0,50000,Provision_PT_838_Security_Camera,attack
nb_attack_lgbm_weighted__Samsung_SNH_1011_N_Webcam,0,ack,0.0,0.0,0.0,0,Samsung_SNH_1011_N_Webcam,attack
nb_attack_lgbm_weighted__Samsung_SNH_1011_N_Webcam,1,benign,1.0,1.0,1.0,50000,Samsung_SNH_1011_N_Webcam,attack
nb_attack_lgbm_weighted__Samsung_SNH_1011_N_Webcam,2,combo,1.0,0.99998,0.999989999899999,50000,Samsung_SNH_1011_N_Webcam,attack
nb_attack_lgbm_weighted__Samsung_SNH_1011_N_Webcam,3,junk,0.9999646718010315,1.0,0.9999823355884899,28305,Samsung_SNH_1011_N_Webcam,attack
nb_attack_lgbm_weighted__Samsung_SNH_1011_N_Webcam,4,scan,1.0,1.0,1.0,27698,Samsung_SNH_1011_N_Webcam,attack
nb_attack_lgbm_weighted__Samsung_SNH_1011_N_Webcam,5,syn,0.0,0.0,0.0,0,Samsung_SNH_1011_N_Webcam,attack
nb_attack_lgbm_weighted__Samsung_SNH_1011_N_Webcam,6,tcp,0.9999798910092702,0.99456,0.9972625815961255,50000,Samsung_SNH_1011_N_Webcam,attack
nb_attack_lgbm_weighted__Samsung_SNH_1011_N_Webcam,7,udp,0.994589325853872,0.99998,0.997277378304794,50000,Samsung_SNH_1011_N_Webcam,attack
nb_attack_lgbm_weighted__Samsung_SNH_1011_N_Webcam,8,udpplain,0.0,0.0,0.0,0,Samsung_SNH_1011_N_Webcam,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1002_WHT_Security_Camera,0,ack,1.0,1.0,1.0,50000,SimpleHome_XCS7_1002_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1002_WHT_Security_Camera,1,benign,1.0,0.9992486851990984,0.9996242014280345,46585,SimpleHome_XCS7_1002_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1002_WHT_Security_Camera,2,combo,1.0,0.99998,0.999989999899999,50000,SimpleHome_XCS7_1002_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1002_WHT_Security_Camera,3,junk,0.9999650104968509,1.0,0.9999825049423537,28579,SimpleHome_XCS7_1002_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1002_WHT_Security_Camera,4,scan,0.9996611547844945,1.0,0.9998305486833633,73755,SimpleHome_XCS7_1002_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1002_WHT_Security_Camera,5,syn,1.0,1.0,1.0,50000,SimpleHome_XCS7_1002_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1002_WHT_Security_Camera,6,tcp,0.999979997599712,0.99986,0.999919995199712,50000,SimpleHome_XCS7_1002_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1002_WHT_Security_Camera,7,udp,0.9998300271956487,0.99999,0.999910007199424,100000,SimpleHome_XCS7_1002_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1002_WHT_Security_Camera,8,udpplain,1.0,1.0,1.0,50000,SimpleHome_XCS7_1002_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1003_WHT_Security_Camera,0,ack,1.0,1.0,1.0,50000,SimpleHome_XCS7_1003_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1003_WHT_Security_Camera,1,benign,0.9926799511996747,1.0,0.9963265306122449,19528,SimpleHome_XCS7_1003_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1003_WHT_Security_Camera,2,combo,1.0,0.99992,0.999959998399936,50000,SimpleHome_XCS7_1003_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1003_WHT_Security_Camera,3,junk,0.999854105117263,1.0,0.9999270472369141,27413,SimpleHome_XCS7_1003_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1003_WHT_Security_Camera,4,scan,1.0,0.9980068100656092,0.9990024108404688,72246,SimpleHome_XCS7_1003_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1003_WHT_Security_Camera,5,syn,1.0,1.0,1.0,50000,SimpleHome_XCS7_1003_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1003_WHT_Security_Camera,6,tcp,0.9999771871791947,0.87668,0.9342782543826931,50000,SimpleHome_XCS7_1003_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1003_WHT_Security_Camera,7,udp,0.9419117231505378,0.99999,0.9700823608160415,100000,SimpleHome_XCS7_1003_WHT_Security_Camera,attack
nb_attack_lgbm_weighted__SimpleHome_XCS7_1003_WHT_Security_Camera,8,udpplain,1.0,0.99998,0.999989999899999,50000,SimpleHome_XCS7_1003_WHT_Security_Camera,attack
